"","X.1","X","cement","slag","ash","water","superplastic","coarseagg","fineagg","age","strength"
"1",1031,0,1,0,0,0.321086261980831,0.077639751552795,0.694767441860465,0.205720020070246,0.0741758241758242,0.969293262550639
"2",2061,0.000970873786407767,1,0,0,0.321086261980831,0.077639751552795,0.738372093023256,0.205720020070246,0.0741758241758242,0.75634615610105
"3",3091,0.00194174757281553,0.526255707762557,0.396494156928214,0,0.848242811501597,0,0.380813953488372,0,0.739010989010989,0.501986131712093
"4",4121,0.0029126213592233,0.526255707762557,0.396494156928214,0,0.848242811501597,0,0.380813953488372,0,1,0.511162857846384
"5",5151,0.00388349514563107,0.220547945205479,0.368391764051197,0,0.560702875399361,0,0.515697674418605,0.58078273958856,0.986263736263736,0.549399216739267
"6",6181,0.00485436893203883,0.374429223744292,0.317195325542571,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.244505494505494,0.581517758209288
"7",7211,0.0058252427184466,0.634703196347032,0.264329437952142,0,0.848242811501597,0,0.380813953488372,0,1,0.542340196635965
"8",8241,0.00679611650485437,0.634703196347032,0.264329437952142,0,0.848242811501597,0,0.380813953488372,0,0.0741758241758242,0.457043703721075
"9",9271,0.00776699029126214,0.374429223744292,0.317195325542571,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.0741758241758242,0.567635018672795
"10",10301,0.0087378640776699,0.851598173515982,0,0,0.848242811501597,0,0.380813953488372,0,0.0741758241758242,0.490456398876701
"11",11331,0.00970873786407767,0.220547945205479,0.368391764051197,0,0.560702875399361,0,0.515697674418605,0.58078273958856,0.244505494505494,0.476103057999989
"12",12361,0.0106796116504854,0.220547945205479,0.368391764051197,0,0.560702875399361,0,0.515697674418605,0.58078273958856,0.0741758241758242,0.357864471269692
"13",13391,0.0116504854368932,0.743150684931507,0.132164718976071,0,0.848242811501597,0,0.380813953488372,0,0.739010989010989,0.534222323517169
"14",14421,0.012621359223301,0.200913242009132,0.528658875904285,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.244505494505494,0.526222100733427
"15",15451,0.0135922330097087,0.461187214611872,0.211463550361714,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.0741758241758242,0.59069448434358
"16",16481,0.0145631067961165,0.634703196347032,0,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.244505494505494,0.65069615522164
"17",17511,0.0155339805825243,0.0858447488584475,0.582637729549249,0,0.560702875399361,0,0.715116279069767,0.53411941796287,0.244505494505494,0.491279951222086
"18",18541,0.016504854368932,0.547945205479452,0.105731775180857,0,0.848242811501597,0,0.380813953488372,0.190667335674862,1,0.688697213444413
"19",19571,0.0174757281553398,0.634703196347032,0.264329437952142,0,0.848242811501597,0,0.380813953488372,0,0.244505494505494,0.505397991428689
"20",20601,0.0184466019417476,0.851598173515982,0,0,0.848242811501597,0,0.380813953488372,0,0.491758241758242,0.529633960450024
"21",21631,0.0194174757281553,0.743150684931507,0.132164718976071,0,0.848242811501597,0,0.380813953488372,0,0.491758241758242,0.520457234315732
"22",22661,0.0203883495145631,0.0858447488584475,0.582637729549249,0,0.560702875399361,0,0.715116279069767,0.53411941796287,0.0741758241758242,0.360452778640902
"23",23691,0.0213592233009709,0.0858447488584475,0.582637729549249,0,0.560702875399361,0,0.715116279069767,0.53411941796287,0.00549450549450549,0.123034402499868
"24",24721,0.0223300970873786,0.0858447488584475,0.582637729549249,0,0.560702875399361,0,0.715116279069767,0.53411941796287,0.491758241758242,0.548340363723772
"25",25751,0.0233009708737864,0.634703196347032,0,0,0.848242811501597,0,0.380813953488372,0.190667335674862,1,0.646107792154494
"26",26781,0.0242718446601942,0.634703196347032,0,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.739010989010989,0.655284518288786
"27",27811,0.0252427184466019,0.634703196347032,0.264329437952142,0,0.848242811501597,0,0.380813953488372,0,0.739010989010989,0.512339361196935
"28",28841,0.0262135922330097,0.547945205479452,0.105731775180857,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.491758241758242,0.641401778752294
"29",29871,0.0271844660194175,0.743150684931507,0.132164718976071,0,0.848242811501597,0,0.380813953488372,0,0.0741758241758242,0.468573436556467
"30",30901,0.0281553398058252,0.851598173515982,0,0,0.848242811501597,0,0.380813953488372,0,0.0164835164835165,0.482338525757905
"31",31931,0.029126213592233,0.461187214611872,0.211463550361714,0,0.848242811501597,0,0.380813953488372,0.190667335674862,1,0.67834398395957
"32",32961,0.0300970873786408,0.374429223744292,0.317195325542571,0,0.848242811501597,0,0.380813953488372,0.190667335674862,1,0.65069615522164
"33",33991,0.0310679611650485,0.220547945205479,0.368391764051197,0,0.560702875399361,0,0.515697674418605,0.58078273958856,0.491758241758242,0.519045430295071
"34",35021,0.0320388349514563,0.851598173515982,0,0,0.848242811501597,0,0.380813953488372,0,0.739010989010989,0.523869094032327
"35",36051,0.0330097087378641,0.200913242009132,0.528658875904285,0,0.848242811501597,0,0.380813953488372,0.190667335674862,1,0.659872881355932
"36",37081,0.0339805825242718,0.309360730593607,0.660823594880356,0,0.848242811501597,0,0.380813953488372,0,0.739010989010989,0.480103169391859
"37",38111,0.0349514563106796,0.309360730593607,0.660823594880356,0,0.848242811501597,0,0.380813953488372,0,0.0741758241758242,0.382100440291026
"38",39141,0.0359223300970874,0.526255707762557,0.396494156928214,0,0.848242811501597,0,0.380813953488372,0,0.244505494505494,0.471985296273063
"39",40171,0.0368932038834951,0.851598173515982,0,0,0.848242811501597,0,0.380813953488372,0,0.244505494505494,0.525045597382878
"40",41201,0.0378640776699029,0.309360730593607,0.660823594880356,0,0.848242811501597,0,0.380813953488372,0,0.491758241758242,0.454690697019974
"41",42231,0.0388349514563107,0.547945205479452,0.105731775180857,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.244505494505494,0.62187182313316
"42",43261,0.0398058252427184,0.743150684931507,0.132164718976071,0,0.848242811501597,0,0.380813953488372,0,1,0.542340196635965
"43",44291,0.0407766990291262,0.309360730593607,0.660823594880356,0,0.848242811501597,0,0.380813953488372,0,1,0.487044539160105
"44",45321,0.041747572815534,0.634703196347032,0,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.491758241758242,0.652931511587686
"45",46351,0.0427184466019417,0.743150684931507,0.132164718976071,0,0.848242811501597,0,0.380813953488372,0,0.244505494505494,0.516927724264081
"46",47381,0.0436893203883495,0.743150684931507,0.132164718976071,0,0.848242811501597,0,0.380813953488372,0,0.0164835164835165,0.440925607818537
"47",48411,0.0446601941747573,0.563926940639269,0,0,0.560702875399361,0,0.715116279069767,0.53411941796287,0.00549450549450549,0.205271986703328
"48",49441,0.045631067961165,0.634703196347032,0.264329437952142,0,0.848242811501597,0,0.380813953488372,0,0.491758241758242,0.507750998129789
"49",50471,0.0466019417475728,0.309360730593607,0.660823594880356,0,0.848242811501597,0,0.380813953488372,0,0.0164835164835165,0.337158012300007
"50",51501,0.0475728155339806,0.634703196347032,0.264329437952142,0,0.848242811501597,0,0.380813953488372,0,0.0164835164835165,0.414336632096101
"51",52531,0.0485436893203883,0.526255707762557,0.396494156928214,0,0.848242811501597,0,0.380813953488372,0,0.491758241758242,0.496221265294397
"52",53561,0.0495145631067961,0.200913242009132,0.528658875904285,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.491758241758242,0.580341254858738
"53",54591,0.0504854368932039,0.309360730593607,0.660823594880356,0,0.848242811501597,0,0.380813953488372,0,0.244505494505494,0.417866142147752
"54",55621,0.0514563106796116,0.461187214611872,0.211463550361714,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.244505494505494,0.606930230581172
"55",56651,0.0524271844660194,0.0858447488584475,0.582637729549249,0,0.560702875399361,0,0.715116279069767,0.53411941796287,0.0164835164835165,0.199860071290797
"56",57681,0.0533980582524272,0.220547945205479,0.368391764051197,0,0.560702875399361,0,0.515697674418605,0.58078273958856,0.0164835164835165,0.200448322966072
"57",58711,0.054368932038835,0.851598173515982,0,0,0.848242811501597,0,0.380813953488372,0,1,0.521516087331227
"58",59741,0.0553398058252427,0.220547945205479,0.368391764051197,0,0.560702875399361,0,0.515697674418605,0.58078273958856,0.00549450549450549,0.135622988350756
"59",60771,0.0563106796116505,0.461187214611872,0.211463550361714,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.491758241758242,0.627636689550856
"60",61801,0.0572815533980583,0.526255707762557,0.396494156928214,0,0.848242811501597,0,0.380813953488372,0,0.0741758241758242,0.416689638797203
"61",62831,0.058252427184466,0.461187214611872,0.211463550361714,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.739010989010989,0.667990754474729
"62",63861,0.0592233009708738,0.374429223744292,0.317195325542571,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.739010989010989,0.636813415685148
"63",64891,0.0601941747572816,0.474885844748858,0,0,0.560702875399361,0,0.494186046511628,0.643753135975916,0.00549450549450549,0.144329113144827
"64",65921,0.0611650485436893,0.200913242009132,0.528658875904285,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.739010989010989,0.624224829834261
"65",66951,0.0621359223300971,0.374429223744292,0.317195325542571,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.491758241758242,0.601165364163476
"66",67981,0.0631067961165049,0.547945205479452,0.105731775180857,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.739010989010989,0.67599097725847
"67",69011,0.0640776699029126,0.0858447488584475,0.582637729549249,0,0.560702875399361,0,0.715116279069767,0.53411941796287,0.986263736263736,0.554105230141468
"68",70041,0.0650485436893204,0.526255707762557,0.396494156928214,0,0.848242811501597,0,0.380813953488372,0,0.0164835164835165,0.384453446992127
"69",71071,0.0660194174757282,0.200913242009132,0.528658875904285,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.0741758241758242,0.508927501480339
"70",72101,0.0669902912621359,0.874429223744292,0,0,0.193290734824281,0,0.927325581395349,0.516808830908179,0.0741758241758242,0.875172994506622
"71",73131,0.0679611650485437,0.621004566210046,0.526432943795214,0,0.385782747603834,0.313664596273292,0.363662790697674,0.408178625188159,0.00549450549450549,0.432925385034795
"72",74161,0.0689320388349515,0.482420091324201,0.729549248747913,0,0.428913738019169,0.267080745341615,0.714825581395349,0.0446562970396386,0.00549450549450549,0.367041197403983
"73",75191,0.0699029126213592,0.737442922374429,0.295770728992766,0,0.253194888178914,0.512422360248447,0.148546511627907,0.735323632714501,0.00549450549450549,0.421160351529293
"74",76221,0.070873786407767,0.737442922374429,0.295770728992766,0,0.236421725239617,0.577639751552795,0.392441860465116,0.526091319618665,0.00549450549450549,0.455278948695249
"75",77251,0.0718446601941748,0.623287671232877,0.260990539788536,0,0.0383386581469648,0.726708074534161,0.148546511627907,1,0.00549450549450549,0.369394204105084
"76",78281,0.0728155339805825,0.851598173515982,0.330550918196995,0,0.473642172523962,0.27639751552795,0.148546511627907,0.470396387355745,0.00549450549450549,0.472926498953503
"77",79311,0.0737864077669903,0.837899543378995,0.326099053978854,0,0.12779552715655,1,0.148546511627907,0.618414450577019,0.00549450549450549,0.501162579366708
"78",80341,0.0747572815533981,0.737442922374429,0.295770728992766,0,0.253194888178914,0.512422360248447,0.148546511627907,0.735323632714501,0.00549450549450549,0.421160351529293
"79",81371,0.0757281553398058,0.654337899543379,0.270172509738453,0,0.288338658146965,0.375776397515528,0.148546511627907,0.83216256899147,0.00549450549450549,0.358805673950131
"80",82401,0.0766990291262136,0.98013698630137,0,0,0.159744408945687,0.875776397515528,0.148546511627907,0.751881585549423,0.00549450549450549,0.51410411622276
"81",83431,0.0776699029126214,0.737442922374429,0.295770728992766,0,0.253194888178914,0.512422360248447,0.148546511627907,0.735323632714501,0.00549450549450549,0.421160351529293
"82",84461,0.0786407766990291,0.494977168949772,0.591263216471898,0,0.270766773162939,0.444099378881988,0.148546511627907,0.718514801806322,0.00549450549450549,0.324687076784175
