"","X","cement","slag","ash","water","superplastic","coarseagg","fineagg","age","strength"
"1",0,1,0,0,0.321086261980831,0.077639751552795,0.694767441860465,0.205720020070246,0.0741758241758242,0.968401937046005
"2",0.000970873786407767,1,0,0,0.321086261980831,0.077639751552795,0.738372093023256,0.205720020070246,0.0741758241758242,0.749273607748184
"3",0.00194174757281553,0.526255707762557,0.396494156928214,0,0.848242811501597,0,0.380813953488372,0,0.739010989010989,0.487530266343826
"4",0.0029126213592233,0.526255707762557,0.396494156928214,0,0.848242811501597,0,0.380813953488372,0,1,0.496973365617433
"5",0.00388349514563107,0.220547945205479,0.368391764051197,0,0.560702875399361,0,0.515697674418605,0.58078273958856,0.986263736263736,0.536319612590799
"6",0.00485436893203883,0.374429223744292,0.317195325542571,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.244505494505494,0.569370460048426
"7",0.0058252427184466,0.634703196347032,0.264329437952142,0,0.848242811501597,0,0.380813953488372,0,1,0.529055690072639
"8",0.00679611650485437,0.634703196347032,0.264329437952142,0,0.848242811501597,0,0.380813953488372,0,0.0741758241758242,0.441283292978208
"9",0.00776699029126214,0.374429223744292,0.317195325542571,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.0741758241758242,0.555084745762712
"10",0.0087378640776699,0.851598173515982,0,0,0.848242811501597,0,0.380813953488372,0,0.0741758241758242,0.475665859564165
"11",0.00970873786407767,0.220547945205479,0.368391764051197,0,0.560702875399361,0,0.515697674418605,0.58078273958856,0.244505494505494,0.46089588377724
"12",0.0106796116504854,0.220547945205479,0.368391764051197,0,0.560702875399361,0,0.515697674418605,0.58078273958856,0.0741758241758242,0.339225181598063
"13",0.0116504854368932,0.743150684931507,0.132164718976071,0,0.848242811501597,0,0.380813953488372,0,0.739010989010989,0.520702179176755
"14",0.012621359223301,0.200913242009132,0.528658875904285,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.244505494505494,0.512469733656174
"15",0.0135922330097087,0.461187214611872,0.211463550361714,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.0741758241758242,0.578813559322034
"16",0.0145631067961165,0.634703196347032,0,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.244505494505494,0.640556900726392
"17",0.0155339805825243,0.0858447488584475,0.582637729549249,0,0.560702875399361,0,0.715116279069767,0.53411941796287,0.244505494505494,0.476513317191283
"18",0.016504854368932,0.547945205479452,0.105731775180857,0,0.848242811501597,0,0.380813953488372,0.190667335674862,1,0.679661016949153
"19",0.0174757281553398,0.634703196347032,0.264329437952142,0,0.848242811501597,0,0.380813953488372,0,0.244505494505494,0.491041162227603
"20",0.0184466019417476,0.851598173515982,0,0,0.848242811501597,0,0.380813953488372,0,0.491758241758242,0.515980629539952
"21",0.0194174757281553,0.743150684931507,0.132164718976071,0,0.848242811501597,0,0.380813953488372,0,0.491758241758242,0.506537530266344
"22",0.0203883495145631,0.0858447488584475,0.582637729549249,0,0.560702875399361,0,0.715116279069767,0.53411941796287,0.0741758241758242,0.341888619854722
"23",0.0213592233009709,0.0858447488584475,0.582637729549249,0,0.560702875399361,0,0.715116279069767,0.53411941796287,0.00549450549450549,0.0975786924939467
"24",0.0223300970873786,0.0858447488584475,0.582637729549249,0,0.560702875399361,0,0.715116279069767,0.53411941796287,0.491758241758242,0.535230024213075
"25",0.0233009708737864,0.634703196347032,0,0,0.848242811501597,0,0.380813953488372,0.190667335674862,1,0.635835351089588
"26",0.0242718446601942,0.634703196347032,0,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.739010989010989,0.645278450363196
"27",0.0252427184466019,0.634703196347032,0.264329437952142,0,0.848242811501597,0,0.380813953488372,0,0.739010989010989,0.49818401937046
"28",0.0262135922330097,0.547945205479452,0.105731775180857,0,0.848242811501597,0,0.380813953488372,0.190667335674862,0.491758241758242,0.630992736077482
"29",0.0271844660194175,0.743150684931507,0.132164718976071,0,0.848242811501597,0,0.380813953488372,0,0.0741758241758242,0.453147699757869
"30",0.0281553398058252,0.851598173515982,0,0,0.848242811501597,0,0.380813953488372,0,0.0164835164835165,0.467312348668281
"31",0.029126213592233,0.461187214611872,0.211463550361714,0,0.848242811501597,0,0.380813953488372,0.190667335674862,1,0.669007263922518
"32",0.0300970873786408,0.374429223744292,0.317195325542571,0,0.848242811501597,0,0.380813953488372,0.190667335674862,1,0.640556900726392
"33",0.0310679611650485,0.220547945205479,0.368391764051197,0,0.560702875399361,0,0.515697674418605,0.58078273958856,0.491758241758242,0.505084745762712
"34",0.0320388349514563,0.851598173515982,0,0,0.848242811501597,0,0.380813953488372,0,0.739010989010989,0.510048426150121
"35",0.0330097087378641,0.200913242009132,0.528658875904285,0,0.848242811501597,0,0.380813953488372,0.190667335674862,1,0.65
"36",0.0339805825242718,0.309360730593607,0.660823594880356,0,0.848242811501597,0,0.380813953488372,0,0.739010989010989,0.46501210653753
"37",0.0349514563106796,0.309360730593607,0.660823594880356,0,0.848242811501597,0,0.380813953488372,0,0.0741758241758242,0.364164648910412
"38",0.0359223300970874,0.526255707762557,0.396494156928214,0,0.848242811501597,0,0.380813953488372,0,0.244505494505494,0.456658595641647
